macro_bairro,nome_cliente,bairro_destino,order_datetime,platform,order_mode,distance_km,tempo_preparo_minutos,status,eta_minutes_quote,actual_delivery_minutes,total_brl,classe_pedido,platform_commission_pct,num_itens,satisfacao_nivel
Brooklin,Pedro Rezende,Brooklin,2024-02-21 17:07:00,ifood,delivery,1.09,27,delivered,33,36.3,231.87,familia,0.16,6,4
Santo Amaro,Carla Lopes,Chácara Santo Antônio,2024-02-21 18:10:00,ifood,delivery,6.09,11,delivered,40,25.5,117.26,prato_unico,0.16,5,5
Outros,Sabrina C. Miranda,Bela Vista,2024-02-21 18:49:00,ifood,delivery,9.95,17,delivered,59,59.8,141.51,combo,0.16,4,4
Jardins,Mariana Barbosa,Jardins,2024-02-21 19:32:00,site_proprio,delivery,5.67,23,delivered,42,33.3,145.09,combo,0.0,4,5
Moema,André P. Xavier,Ibirapuera,2024-02-21 20:04:00,whatsapp,retirada,0.21,22,delivered,26,33.2,41.77,prato_unico,0.0,1,4
Santo Amaro,Yuri Fernandes,Chácara Santo Antônio,2024-02-21 20:32:00,rappi,delivery,7.35,10,delivered,51,35.9,47.19,prato_unico,0.12,1,5
Outros,Mariana T. Castro,Perdizes,2024-02-21 21:00:00,whatsapp,retirada,0.04,21,canceled,29,22.7,222.97,familia,0.0,5,5
Moema,Igor S. Duarte,Moema,2024-02-22 08:00:00,ifood,delivery,3.14,8,delivered,37,16.3,62.56,prato_unico,0.16,1,5
Moema,Igor Oliveira,Ibirapuera,2024-02-22 08:30:00,ifood,delivery,3.01,30,delivered,42,44.8,182.22,combo,0.12,6,4
Jardins,Helena Miranda,Jardim Paulista,2024-02-22 10:42:00,ifood,delivery,4.23,6,delivered,40,20.1,62.63,prato_unico,0.16,2,5
Jardins,Gustavo Rezende,Jardim Paulista,2024-02-22 10:53:00,ifood,delivery,5.89,11,delivered,47,36.7,84.89,prato_unico,0.12,3,5
Brooklin,Eduarda Rocha,Campo Belo,2024-02-22 12:44:00,ifood,delivery,2.01,14,delivered,37,22.5,81.45,prato_unico,0.16,3,5
Itaim,Henrique E. Melo,Itaim Bibi,2024-02-22 13:13:00,rappi,delivery,5.2,8,delivered,42,26.5,61.6,prato_unico,0.12,3,5
Outros,Igor Dias,Bela Vista,2024-02-22 13:41:00,ifood,delivery,7.86,14,delivered,47,39.1,57.36,prato_unico,0.12,4,5
Brooklin,Rafaela I. Borges,Campo Belo,2024-02-22 14:14:00,whatsapp,retirada,0.22,6,delivered,14,6.9,71.27,prato_unico,0.0,2,5
Outros,Larissa M. Lopes,Butantã,2024-02-22 14:39:00,ifood,delivery,6.64,13,delivered,43,37.4,73.01,prato_unico,0.12,2,5
Santo Amaro,Samuel Pereira,Chácara Santo Antônio,2024-02-22 15:13:00,site_proprio,delivery,6.37,17,delivered,45,30.8,64.33,prato_unico,0.0,2,5
Brooklin,Helena Gomes,Brooklin,2024-02-22 15:44:00,site_proprio,delivery,0.54,9,delivered,31,4.9,52.91,prato_unico,0.0,3,5
Morumbi,Igor J. Castro,Morumbi,2024-02-22 18:01:00,ifood,delivery,6.97,17,delivered,49,45.1,153.05,combo,0.16,5,5
Brooklin,Felipe Barbosa,Brooklin,2024-02-22 20:21:00,ifood,delivery,0.65,12,delivered,27,16.2,125.61,combo,0.16,4,5
Vila Mariana,Samuel Rezende,Paraíso,2024-02-23 02:24:00,rappi,delivery,5.69,6,delivered,42,30.86,123.15,combo,0.16,3,4
Itaim,Gabriela Almeida,Itaim Bibi,2024-02-23 10:25:00,whatsapp,retirada,0.13,6,delivered,21,7.0,82.76,prato_unico,0.0,1,5
Jardins,Daniel E. Miranda,Jardins,2024-02-23 10:44:00,whatsapp,retirada,0.17,16,delivered,29,19.8,60.68,prato_unico,0.0,4,5
Moema,Lucas G. Cavalcanti,Ibirapuera,2024-02-23 12:53:00,site_proprio,delivery,2.6,10,delivered,37,18.3,57.51,prato_unico,0.0,2,5
Outros,Helena Ramos,Liberdade,2024-02-23 18:56:00,site_proprio,delivery,6.81,7,delivered,43,26.0,52.46,prato_unico,0.0,1,5
Moema,Igor Xavier,Moema,2024-02-23 19:25:00,rappi,delivery,4.9,7,delivered,41,24.6,77.42,prato_unico,0.16,1,5
Vila Olímpia,Daniela G. Borges,Vila Olímpia,2024-02-23 19:38:00,site_proprio,delivery,3.3,11,delivered,39,17.9,44.25,prato_unico,0.0,2,5
Brooklin,Valentina Araújo,Campo Belo,2024-02-23 20:32:00,site_proprio,retirada,0.07,24,delivered,31,28.6,158.24,combo,0.0,3,5
Morumbi,Vítor Xavier,Morumbi,2024-02-23 20:53:00,rappi,delivery,7.51,26,delivered,45,44.5,262.84,familia,0.16,9,4
Vila Mariana,Eduardo Araújo,Vila Mariana,2024-02-23 22:03:00,ifood,delivery,4.06,18,delivered,28,36.4,92.96,prato_unico,0.16,4,3
Brooklin,Olívia Lima,Campo Belo,2024-02-23 22:13:00,whatsapp,retirada,0.21,6,delivered,19,21.57,71.83,prato_unico,0.0,3,5
Brooklin,Henrique Moreira,Brooklin,2024-02-24 09:13:00,ifood,delivery,1.05,21,delivered,28,27.8,210.26,familia,0.16,5,4
Pinheiros,Larissa H. Fernandes,Pinheiros,2024-02-24 13:25:00,site_proprio,delivery,5.73,17,delivered,49,42.2,149.32,combo,0.0,4,5
Vila Mariana,Henrique Pereira,Aclimação,2024-02-24 18:53:00,ifood,delivery,5.74,11,delivered,39,39.1,82.77,prato_unico,0.12,5,4
Brooklin,Sabrina D. Dias,Brooklin,2024-02-24 19:32:00,whatsapp,retirada,0.28,21,delivered,19,28.9,151.98,combo,0.0,5,4
Vila Olímpia,Tatiane Dantas,Vila Olímpia,2024-02-24 20:00:00,ifood,delivery,3.92,17,delivered,38,22.2,137.84,prato_unico,0.16,9,5
Morumbi,Sabrina K. Ribeiro,Morumbi,2024-02-24 22:41:00,whatsapp,retirada,0.18,20,delivered,22,16.0,84.57,prato_unico,0.0,4,5
Pinheiros,Ana Miranda,Pinheiros,2024-02-25 02:08:00,whatsapp,retirada,0.23,16,delivered,25,15.1,121.59,prato_unico,0.0,3,5
Itaim,Ana Gomes,Itaim Bibi,2024-02-25 11:55:00,ifood,delivery,4.0,25,canceled,42,40.6,146.29,combo,0.16,4,4
Moema,Nicolas Q. Ramos,Moema,2024-02-25 12:00:00,rappi,delivery,3.67,22,delivered,48,38.7,146.8,combo,0.16,4,5
Itaim,Eduarda Almeida,Itaim Bibi,2024-02-25 12:09:00,ifood,delivery,2.4,25,delivered,38,31.7,147.07,combo,0.16,3,5
Santo Amaro,Tatiane Castro,Chácara Santo Antônio,2024-02-25 12:54:00,ifood,delivery,5.48,19,canceled,41,39.6,103.88,combo,0.16,3,4
Jardins,Pedro Gonçalves,Jardim Paulista,2024-02-25 14:14:00,ifood,delivery,5.93,22,delivered,45,39.7,163.88,combo,0.12,4,5
Brooklin,Rafaela A. Machado,Brooklin,2024-02-25 14:49:00,site_proprio,delivery,0.77,16,delivered,34,17.0,105.17,combo,0.0,5,5
Vila Mariana,Nicolas Vieira,Aclimação,2024-02-25 16:27:00,ifood,delivery,4.01,10,delivered,37,31.73,86.47,combo,0.12,1,4
Outros,André Teixeira,Bela Vista,2024-02-25 17:42:00,ifood,delivery,7.09,22,delivered,48,42.6,120.71,combo,0.16,3,5
Outros,Yuri Y. Vieira,Perdizes,2024-02-25 18:05:00,rappi,delivery,8.11,13,delivered,51,33.9,79.13,prato_unico,0.12,2,5
Outros,Vítor Machado,Perdizes,2024-02-25 20:10:00,rappi,delivery,6.12,11,delivered,41,27.1,112.08,prato_unico,0.16,6,5
Pinheiros,Gustavo U. Correia,Pinheiros,2024-02-25 20:22:00,ifood,delivery,5.46,16,delivered,42,40.6,110.3,combo,0.16,2,4
Vila Mariana,Larissa P. Miranda,Aclimação,2024-02-25 21:20:00,site_proprio,retirada,0.06,12,delivered,21,8.6,199.42,familia,0.0,4,5
Vila Mariana,Igor Silva,Paraíso,2024-02-25 23:33:00,rappi,delivery,4.04,10,canceled,36,37.3,63.33,prato_unico,0.12,3,4
Pinheiros,Eduarda P. Araújo,Pinheiros,2024-02-26 05:05:00,ifood,delivery,7.22,18,canceled,44,45.7,111.94,combo,0.16,4,4
Brooklin,Thiago Borges,Campo Belo,2024-02-26 11:13:00,ifood,delivery,2.52,49,delivered,46,63.0,230.1,familia,0.12,3,3
Itaim,Nicolas Correia,Itaim Bibi,2024-02-26 11:34:00,ifood,delivery,4.26,8,delivered,37,18.3,66.81,prato_unico,0.16,1,5
Outros,Sabrina T. Cavalcanti,Liberdade,2024-02-26 12:18:00,ifood,delivery,7.34,17,canceled,49,46.0,127.37,combo,0.16,1,4
Moema,Ana Rezende,Moema,2024-02-26 14:08:00,ifood,delivery,2.0,19,delivered,34,24.5,123.35,combo,0.16,4,5
Morumbi,Rafael Dias,Morumbi,2024-02-26 14:23:00,ifood,delivery,7.37,7,delivered,43,32.2,75.99,prato_unico,0.12,2,5
Moema,Júlia Xavier,Moema,2024-02-26 15:17:00,rappi,delivery,3.83,9,delivered,38,35.2,122.94,combo,0.16,4,4
Outros,Caio I. Santos,Butantã,2024-02-26 15:54:00,ifood,delivery,7.5,8,delivered,43,32.7,94.26,prato_unico,0.16,3,5
Vila Mariana,Nicolas G. Melo,Aclimação,2024-02-26 16:17:00,whatsapp,retirada,0.18,6,delivered,23,12.8,80.13,prato_unico,0.0,2,5
Brooklin,Yuri P. Duarte,Campo Belo,2024-02-26 17:28:00,ifood,delivery,1.0,13,delivered,27,14.0,93.57,prato_unico,0.12,4,5
Morumbi,Gustavo Oliveira,Morumbi,2024-02-26 21:07:00,ifood,delivery,7.56,14,delivered,44,39.8,66.11,prato_unico,0.12,2,5
Moema,Isabela Barbosa,Moema,2024-02-26 21:27:00,ifood,delivery,3.16,6,delivered,35,25.7,109.21,combo,0.16,1,5
Brooklin,Felipe Lima,Campo Belo,2024-02-26 21:38:00,rappi,delivery,1.09,15,delivered,32,16.9,121.7,prato_unico,0.12,6,5
Jardins,Vítor Lopes,Jardim Paulista,2024-02-27 10:10:00,rappi,delivery,5.69,6,delivered,40,34.2,44.53,prato_unico,0.12,1,5
Brooklin,Gabriela Rocha,Campo Belo,2024-02-27 11:48:00,ifood,delivery,1.19,6,delivered,30,14.0,44.88,prato_unico,0.16,2,5
Vila Olímpia,Lucas X. Ribeiro,Vila Olímpia,2024-02-27 11:50:00,rappi,delivery,3.96,6,delivered,38,16.7,80.47,prato_unico,0.16,4,5
Vila Olímpia,Sabrina K. Mendes,Vila Olímpia,2024-02-27 11:58:00,ifood,delivery,3.11,27,delivered,38,43.0,174.33,combo,0.12,5,4
Vila Olímpia,Nicolas J. Lima,Vila Olímpia,2024-02-27 13:27:00,ifood,delivery,3.63,18,delivered,39,36.4,101.6,prato_unico,0.12,3,5
Moema,Otávio Dantas,Moema,2024-02-27 16:20:00,rappi,delivery,2.01,23,delivered,36,35.0,211.72,familia,0.12,6,4
Jardins,Nicolas X. Batista,Jardins,2024-02-27 20:39:00,site_proprio,retirada,0.29,22,delivered,31,17.1,90.08,combo,0.0,1,5
Santo Amaro,Lucas Gonçalves,Santo Amaro,2024-02-27 21:46:00,ifood,delivery,5.62,20,delivered,40,36.6,185.12,combo,0.12,7,5
Outros,Fernanda Q. Castro,Bela Vista,2024-02-27 22:36:00,rappi,delivery,7.7,16,delivered,45,41.4,105.77,combo,0.12,3,5
Brooklin,Caio Borges,Brooklin,2024-02-28 04:27:00,whatsapp,retirada,0.27,19,delivered,24,20.72,142.84,combo,0.0,4,5
Vila Mariana,Lucas Oliveira,Vila Mariana,2024-02-28 08:17:00,rappi,delivery,5.66,26,delivered,45,50.1,121.56,combo,0.12,3,4
Morumbi,Henrique Souza,Real Parque,2024-02-28 09:17:00,ifood,delivery,7.81,6,delivered,45,32.9,99.06,prato_unico,0.16,3,5
Jardins,Gustavo Melo,Jardim Paulista,2024-02-28 09:43:00,whatsapp,retirada,0.16,35,delivered,31,32.2,206.44,familia,0.0,4,5
Brooklin,Daniel Correia,Brooklin,2024-02-28 12:49:00,site_proprio,delivery,1.35,16,delivered,33,23.9,99.95,prato_unico,0.0,3,5
Moema,Yasmin Vieira,Moema,2024-02-28 13:34:00,ifood,delivery,2.78,11,delivered,36,24.2,101.57,prato_unico,0.12,5,5
Brooklin,Otávio Ramos,Campo Belo,2024-02-28 14:38:00,rappi,delivery,1.38,21,delivered,36,30.4,90.58,prato_unico,0.16,3,5
Jardins,João O. Souza,Jardim Paulista,2024-02-28 16:07:00,site_proprio,delivery,5.41,32,delivered,48,58.2,186.05,familia,0.0,4,4
Moema,Yasmin Batista,Ibirapuera,2024-02-28 17:09:00,ifood,delivery,2.88,15,delivered,35,30.0,78.96,combo,0.16,2,5
Jardins,Larissa W. Almeida,Jardins,2024-02-28 21:04:00,whatsapp,retirada,0.11,21,delivered,27,25.7,103.49,prato_unico,0.0,5,5
Vila Olímpia,Valentina Dias,Vila Olímpia,2024-02-28 22:05:00,site_proprio,retirada,0.0,13,delivered,17,14.0,64.1,prato_unico,0.0,1,5
Vila Mariana,Thiago J. Mendes,Vila Mariana,2024-02-28 22:10:00,ifood,delivery,5.37,11,delivered,42,21.3,101.92,combo,0.12,3,5
Santo Amaro,Gustavo F. Silva,Santo Amaro,2024-02-29 07:33:00,site_proprio,retirada,0.1,15,delivered,23,18.9,105.67,combo,0.0,3,5
Vila Olímpia,Eduardo Silva,Vila Olímpia,2024-02-29 08:20:00,ifood,delivery,3.12,17,delivered,40,29.9,122.02,combo,0.16,2,5
Jardins,Samuel Barbosa,Jardim Paulista,2024-02-29 09:08:00,rappi,delivery,4.58,11,delivered,34,28.4,77.24,prato_unico,0.16,2,5
Brooklin,Larissa Fernandes,Campo Belo,2024-02-29 10:00:00,ifood,delivery,0.25,17,delivered,31,13.1,121.53,combo,0.12,3,5
Jardins,Samuel Martins,Jardim Paulista,2024-02-29 11:07:00,whatsapp,retirada,0.06,25,delivered,28,22.2,161.7,combo,0.0,5,5
Brooklin,Sabrina Rocha,Campo Belo,2024-02-29 14:32:00,ifood,delivery,0.1,6,delivered,28,12.2,77.19,combo,0.12,1,5
Jardins,Nicolas Melo,Jardins,2024-02-29 17:50:00,ifood,delivery,4.83,11,delivered,43,27.6,113.46,combo,0.12,3,5
Vila Mariana,Daniel P. Ferreira,Vila Mariana,2024-02-29 18:24:00,ifood,delivery,5.16,11,delivered,44,32.3,173.52,combo,0.16,6,5
Jardins,Felipe Dias,Jardins,2024-02-29 19:08:00,ifood,delivery,6.01,13,delivered,44,34.0,61.42,prato_unico,0.16,1,5
Itaim,Nicolas Silva,Itaim Bibi,2024-02-29 19:19:00,ifood,delivery,2.07,21,delivered,34,30.0,98.69,prato_unico,0.12,4,5
Jardins,Helena Barros,Jardins,2024-02-29 19:38:00,ifood,delivery,6.97,8,delivered,47,36.2,90.99,prato_unico,0.12,1,5
Vila Mariana,Larissa Souza,Aclimação,2024-02-29 19:42:00,ifood,delivery,3.18,13,delivered,34,22.1,49.41,prato_unico,0.16,2,5
Itaim,Lucas Moreira,Itaim Bibi,2024-02-29 21:16:00,rappi,delivery,2.17,9,delivered,37,17.4,89.15,prato_unico,0.12,3,5
Santo Amaro,Yuri Dias,Santo Amaro,2024-02-29 21:49:00,site_proprio,retirada,0.18,20,delivered,24,20.1,170.96,combo,0.0,5,5
Brooklin,Eduarda D. Souza,Campo Belo,2024-03-01 09:07:00,rappi,delivery,0.1,34,delivered,34,35.6,212.33,familia,0.16,4,4
Vila Mariana,Daniel Martins,Vila Mariana,2024-03-01 10:59:00,ifood,delivery,4.65,17,delivered,40,32.3,266.49,familia,0.16,9,5
Santo Amaro,Yasmin Z. Silva,Santo Amaro,2024-03-01 11:53:00,ifood,delivery,4.85,19,delivered,36,33.4,110.47,combo,0.12,3,5
Jardins,Otávio Gomes,Jardins,2024-03-01 14:55:00,site_proprio,delivery,5.68,11,delivered,45,33.01,58.5,prato_unico,0.0,2,5
Itaim,Samuel Correia,Itaim Bibi,2024-03-01 16:02:00,site_proprio,delivery,3.76,15,delivered,37,35.0,127.77,combo,0.0,3,5
Vila Olímpia,Bruna Lopes,Vila Olímpia,2024-03-01 16:23:00,rappi,delivery,1.99,12,canceled,28,15.2,131.58,combo,0.12,3,5
Outros,Daniel Souza,Butantã,2024-03-01 17:05:00,site_proprio,delivery,4.95,17,delivered,45,37.9,140.41,combo,0.0,3,5
Brooklin,Rafaela F. Vieira,Campo Belo,2024-03-01 17:05:00,ifood,delivery,0.5,13,delivered,29,13.7,143.94,combo,0.16,3,5
Pinheiros,Igor Lima,Pinheiros,2024-03-01 18:31:00,rappi,delivery,4.79,13,delivered,38,41.2,129.39,combo,0.16,4,4
Brooklin,Yuri W. Teixeira,Campo Belo,2024-03-01 18:37:00,site_proprio,delivery,1.61,15,delivered,36,22.7,129.9,combo,0.0,2,5
Moema,Mariana F. Barros,Moema,2024-03-01 20:46:00,site_proprio,delivery,3.25,17,delivered,40,34.4,68.47,prato_unico,0.0,2,5
Vila Mariana,Felipe Xavier,Paraíso,2024-03-01 23:54:00,whatsapp,retirada,0.22,20,delivered,26,15.1,99.53,prato_unico,0.0,3,5
Itaim,Vítor I. Lima,Itaim Bibi,2024-03-02 10:11:00,site_proprio,delivery,3.9,6,delivered,37,20.6,137.91,combo,0.0,5,5
Jardins,Natália Cavalcanti,Jardim Paulista,2024-03-02 12:05:00,whatsapp,retirada,0.04,14,delivered,24,19.9,87.89,prato_unico,0.0,3,5
Morumbi,Fernanda Dias,Real Parque,2024-03-02 12:49:00,ifood,delivery,9.09,23,delivered,46,55.3,84.75,prato_unico,0.16,2,3
Vila Mariana,Daniela Mendes,Vila Mariana,2024-03-02 13:20:00,ifood,delivery,4.75,21,delivered,43,43.9,102.73,combo,0.12,3,4
Pinheiros,Júlia T. Ribeiro,Pinheiros,2024-03-02 13:50:00,rappi,delivery,6.63,20,delivered,50,41.0,109.14,combo,0.16,3,5
Brooklin,Thiago Castro,Brooklin,2024-03-02 14:08:00,whatsapp,retirada,0.26,26,delivered,26,36.3,142.34,combo,0.0,4,4
Outros,João Mendes,Butantã,2024-03-02 14:41:00,site_proprio,retirada,0.23,11,delivered,26,24.2,33.49,prato_unico,0.0,1,5
Itaim,Rafael Duarte,Itaim Bibi,2024-03-02 15:16:00,ifood,delivery,5.52,15,delivered,43,32.6,114.47,prato_unico,0.16,5,5
Itaim,Eduarda Gomes,Itaim Bibi,2024-03-02 20:53:00,site_proprio,delivery,3.62,17,delivered,41,28.2,106.67,prato_unico,0.0,4,5
Vila Olímpia,Helena Silva,Vila Olímpia,2024-03-02 20:57:00,site_proprio,delivery,2.7,15,delivered,43,37.6,116.91,combo,0.0,2,5
Pinheiros,André Silva,Pinheiros,2024-03-02 21:10:00,ifood,delivery,7.01,15,delivered,50,47.2,55.18,prato_unico,0.16,2,4
Itaim,Samuel O. Pereira,Itaim Bibi,2024-03-02 21:10:00,ifood,delivery,3.68,11,delivered,33,21.4,119.5,prato_unico,0.12,5,5
Brooklin,Vítor Rocha,Campo Belo,2024-03-02 22:11:00,ifood,delivery,2.44,13,canceled,38,20.1,100.96,prato_unico,0.16,2,5
Vila Mariana,Gabriela M. Batista,Vila Mariana,2024-03-02 22:44:00,site_proprio,delivery,4.7,15,delivered,39,30.4,84.21,prato_unico,0.0,3,5
Vila Mariana,Gabriela Correia,Vila Mariana,2024-03-02 22:58:00,site_proprio,retirada,0.17,9,delivered,21,3.6,94.86,prato_unico,0.0,4,5
Brooklin,Fernanda M. Ribeiro,Campo Belo,2024-03-03 06:58:00,ifood,delivery,1.38,33,delivered,39,36.2,179.43,combo,0.16,7,4
Moema,Yuri Ramos,Ibirapuera,2024-03-03 09:26:00,site_proprio,retirada,0.3,13,delivered,22,10.0,98.36,prato_unico,0.0,4,5
Itaim,Valentina Borges,Itaim Bibi,2024-03-03 10:53:00,ifood,delivery,4.76,47,delivered,45,63.3,245.81,familia,0.16,6,2
Pinheiros,Henrique Barros,Pinheiros,2024-03-03 11:27:00,whatsapp,retirada,0.03,15,delivered,18,16.4,81.48,prato_unico,0.0,3,5
Pinheiros,Sabrina F. Marques,Pinheiros,2024-03-03 12:03:00,whatsapp,retirada,0.02,12,delivered,18,14.4,123.19,prato_unico,0.0,6,5
Brooklin,Caio Carvalho,Campo Belo,2024-03-03 12:22:00,site_proprio,delivery,1.86,15,delivered,36,30.3,177.18,combo,0.0,5,5
Jardins,Daniel S. Gonçalves,Jardins,2024-03-03 13:02:00,site_proprio,delivery,5.48,11,delivered,35,24.9,57.8,prato_unico,0.0,3,5
Moema,Fernanda Castro,Moema,2024-03-03 13:04:00,whatsapp,retirada,0.21,34,delivered,27,42.9,275.64,familia,0.0,10,3
Brooklin,Nicolas Xavier,Campo Belo,2024-03-03 13:23:00,ifood,delivery,0.1,16,delivered,26,16.9,95.09,combo,0.16,2,5
Outros,Lucas G. Machado,Liberdade,2024-03-03 13:29:00,ifood,delivery,6.79,7,delivered,45,29.5,89.48,prato_unico,0.16,2,5
Moema,Nicolas J. Barbosa,Moema,2024-03-03 13:38:00,ifood,delivery,1.6,14,delivered,33,24.0,72.38,prato_unico,0.16,3,5
Outros,Daniela Dias,Bela Vista,2024-03-03 16:03:00,whatsapp,retirada,6.04,8,canceled,24,3.3,44.75,prato_unico,0.0,2,5
Pinheiros,André U. Borges,Pinheiros,2024-03-03 17:47:00,rappi,delivery,5.76,13,delivered,43,34.9,79.97,prato_unico,0.16,2,5
Brooklin,Daniela Barbosa,Brooklin,2024-03-03 19:34:00,site_proprio,delivery,2.05,7,delivered,33,20.72,121.76,prato_unico,0.0,5,5
Morumbi,Samuel Barros,Real Parque,2024-03-03 19:56:00,site_proprio,retirada,0.01,30,delivered,28,35.5,273.95,familia,0.0,9,4
Moema,Sabrina Carvalho,Ibirapuera,2024-03-03 21:59:00,site_proprio,retirada,2.6,23,delivered,33,26.8,121.47,combo,0.0,2,5
Morumbi,Patrícia Nogueira,Real Parque,2024-03-04 08:00:00,ifood,delivery,8.57,22,delivered,49,64.3,123.74,combo,0.16,2,3
Outros,Thiago V. Pereira,Liberdade,2024-03-04 09:20:00,whatsapp,retirada,0.29,12,delivered,27,10.7,80.82,prato_unico,0.0,1,5
Vila Olímpia,Daniela S. Rezende,Vila Olímpia,2024-03-04 10:54:00,ifood,delivery,4.18,21,delivered,42,34.0,103.69,combo,0.12,2,5
Outros,Otávio Duarte,Liberdade,2024-03-04 11:23:00,site_proprio,delivery,8.3,18,delivered,46,43.7,122.72,combo,0.0,3,5
Santo Amaro,Matheus Ferreira,Chácara Santo Antônio,2024-03-04 11:52:00,site_proprio,delivery,6.26,10,delivered,44,28.6,111.21,combo,0.0,3,5
Vila Olímpia,Felipe F. Cavalcanti,Vila Olímpia,2024-03-04 13:44:00,ifood,delivery,3.2,19,delivered,36,28.1,127.68,combo,0.16,5,5
Brooklin,Vítor E. Gomes,Campo Belo,2024-03-04 13:59:00,rappi,delivery,2.0,17,delivered,40,31.1,78.67,prato_unico,0.12,3,5
Vila Olímpia,Caio Nogueira,Vila Olímpia,2024-03-04 14:25:00,ifood,delivery,3.81,28,delivered,43,50.3,159.02,prato_unico,0.12,8,4
Brooklin,Felipe S. Araújo,Campo Belo,2024-03-04 14:51:00,site_proprio,retirada,0.3,25,delivered,34,25.4,148.5,combo,0.0,4,5
Moema,Matheus Araújo,Moema,2024-03-04 14:56:00,ifood,delivery,2.37,14,delivered,38,18.9,90.86,prato_unico,0.16,3,5
Brooklin,Daniela Castro,Campo Belo,2024-03-04 15:34:00,whatsapp,retirada,0.15,21,delivered,28,25.8,129.0,combo,0.0,3,5
Brooklin,André Machado,Brooklin,2024-03-04 16:37:00,ifood,delivery,0.93,22,delivered,35,20.72,125.45,combo,0.12,2,4
Jardins,Gabriela Gonçalves,Jardim Paulista,2024-03-04 16:46:00,rappi,delivery,4.74,10,delivered,43,29.6,115.99,combo,0.16,4,5
Moema,Thiago Y. Dantas,Moema,2024-03-04 18:22:00,ifood,delivery,4.91,33,delivered,50,53.3,201.76,familia,0.16,3,4
Itaim,Fernanda X. Correia,Itaim Bibi,2024-03-04 18:26:00,ifood,delivery,4.13,8,delivered,40,14.6,59.28,prato_unico,0.16,1,5
Brooklin,Bruna Machado,Brooklin,2024-03-04 19:16:00,whatsapp,retirada,0.04,17,delivered,22,26.5,77.76,prato_unico,0.0,2,5
Itaim,Tatiane Borges,Itaim Bibi,2024-03-04 20:09:00,ifood,delivery,4.57,25,canceled,44,51.3,134.8,combo,0.12,3,4
Brooklin,Olívia Machado,Brooklin,2024-03-04 21:54:00,ifood,delivery,0.48,13,delivered,31,12.8,78.32,prato_unico,0.12,3,5
Jardins,Thiago Lima,Jardins,2024-03-04 22:13:00,ifood,delivery,6.32,19,delivered,45,39.5,149.54,combo,0.12,6,5
Vila Mariana,Rafael Silva,Vila Mariana,2024-03-04 22:14:00,ifood,delivery,3.58,9,delivered,38,23.0,124.57,prato_unico,0.12,3,5
Itaim,Rafaela Gomes,Itaim Bibi,2024-03-05 09:28:00,site_proprio,retirada,0.02,6,delivered,20,28.84,68.4,prato_unico,0.0,1,5
Santo Amaro,Pedro C. Barros,Santo Amaro,2024-03-05 09:52:00,ifood,delivery,6.91,10,delivered,43,36.8,94.2,prato_unico,0.12,4,5
Outros,Rafaela Souza,Perdizes,2024-03-05 10:12:00,ifood,delivery,5.63,20,delivered,45,50.3,132.5,combo,0.12,4,4
Vila Olímpia,Natália Nogueira,Vila Olímpia,2024-03-05 11:14:00,ifood,delivery,2.7,26,delivered,36,39.1,144.03,combo,0.16,5,4
Santo Amaro,Larissa Gonçalves,Santo Amaro,2024-03-05 11:33:00,site_proprio,delivery,4.95,31,delivered,53,46.2,162.84,combo,0.0,6,5
Pinheiros,André Cavalcanti,Pinheiros,2024-03-05 12:38:00,whatsapp,retirada,0.2,16,delivered,23,11.2,107.19,prato_unico,0.0,5,5
Moema,Thiago V. Gonçalves,Moema,2024-03-05 13:16:00,ifood,delivery,3.12,14,delivered,37,21.9,52.99,prato_unico,0.16,3,5
Itaim,Igor P. Barbosa,Itaim Bibi,2024-03-05 13:24:00,site_proprio,retirada,0.16,10,delivered,20,11.2,74.46,combo,0.0,1,5
Jardins,Gabriela Fernandes,Jardins,2024-03-05 19:58:00,rappi,delivery,5.24,6,delivered,45,32.6,55.25,prato_unico,0.16,2,5
Jardins,Natália Borges,Jardins,2024-03-05 20:06:00,site_proprio,delivery,6.36,9,delivered,44,28.0,60.31,prato_unico,0.0,1,5
Itaim,Helena Fernandes,Itaim Bibi,2024-03-05 20:29:00,rappi,delivery,4.21,38,delivered,50,56.6,236.81,familia,0.16,6,4
Vila Mariana,Nicolas Moreira,Aclimação,2024-03-05 20:57:00,ifood,delivery,4.58,21,delivered,45,37.9,178.97,combo,0.12,6,5
Vila Mariana,Daniela Cavalcanti,Paraíso,2024-03-06 07:37:00,rappi,delivery,4.34,6,delivered,38,26.7,32.56,prato_unico,0.12,1,5
Moema,Otávio Barros,Moema,2024-03-06 09:00:00,whatsapp,retirada,0.02,11,delivered,13,24.8,77.53,prato_unico,0.0,4,4
Itaim,Rafael Dantas,Itaim Bibi,2024-03-06 10:15:00,whatsapp,retirada,0.08,20,delivered,25,19.5,168.8,combo,0.0,5,5
Itaim,Eduardo U. Dantas,Itaim Bibi,2024-03-06 10:16:00,ifood,delivery,4.15,18,delivered,37,30.8,156.37,combo,0.16,6,5
Vila Mariana,Pedro Martins,Vila Mariana,2024-03-06 12:09:00,ifood,delivery,5.58,6,delivered,45,30.0,88.07,prato_unico,0.16,3,5
Jardins,Igor N. Santos,Jardim Paulista,2024-03-06 15:25:00,rappi,delivery,6.1,12,delivered,45,36.4,100.37,prato_unico,0.16,2,5
